numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
536,Dr. Luke Ahmed,Danielle Jackson,FQSV38617597608237,9,0.355197968,0,2014-04-25T00:00:00,39,452385.76,300000,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358,0.339622642,-0.891603207,300000,,2019-12-31T03:00:00,9665267,6437752,10030754,1078382,1945840,4614169,3240141,25883625,8552541,12,17331084,2003,Acima de 17 anos,1010000,FALSE,FALSE,0.996023897,445000,2020-02-20T18:02:25
537,Julie Smith,Lynda Yates,DRIX03837324563307,3,0,,2015-03-30T15:05:27,0,0,26000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,20000,,,,,,,,,,222851,0,5,0,2015,De 0 a 5 anos,40000,FALSE,FALSE,0,63000,2020-02-20T20:08:36
538,Keith Hamilton,Mr. Raymond Moore,TPSM04638395105750,16,0,,2015-05-07T14:57:21,0,0,10000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,10000,,,,,,,,,,589215,0,12,0,1997,Acima de 17 anos,1000,FALSE,TRUE,0,1997,2020-02-20T20:15:04
539,Lynda Pearson,Mr. Stuart Jones,REWP06119465167230,21,0.372084821,0,2012-06-13T00:00:00,0,0,22000,AprovadoAnalista,De 31 a 50 % - Médio,0.58490566,0.41509434,0,22000,,,,,,,,,,1025300,0,6,0,2010,De 6 a 10 anos,94000,TRUE,TRUE,1,4810,2020-02-20T20:16:22
540,Bruce Briggs,Miss Diane Hunt,TLNB22226585228206,7,0.327782599,0,2018-08-03T00:00:00,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.490566038,0.509433962,0.866025404,50000,,,,,,,,,,2834821,0,7,0,2017,De 0 a 5 anos,93700,FALSE,TRUE,1,20771,2020-02-20T20:30:36
541,Jayne Carroll,Elaine Hughes,MSVS38034716009669,0,0.34345984,0,2009-07-24T00:00:00,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,8000,,,,,,,,,,510220,0,12,0,1996,Acima de 17 anos,60000,FALSE,TRUE,1,72344,2020-02-20T20:31:28
542,Toby Khan,Mr. Henry Ali,ODAY61470484069930,57,0.298573604,0,2015-06-30T00:00:00,80,57600,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0.011544939,50000,,2019-11-30T00:00:00,1089020,144924,1252951,633970,0,363698,510054,3261542,1262466,11,1999076,2014,De 6 a 10 anos,110000,FALSE,TRUE,0.989036378,43200,2020-02-20T20:32:18
543,Abigail Patel,Mr. Adrian Jones,MDDZ01681644469922,0,0,,2019-12-19T17:29:40,0,0,4000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,4000,,,,,,,,,,0,0,1,0,2008,De 11 a 16 anos,30000,FALSE,TRUE,0,3700,2020-02-20T19:58:50
544,Mrs. Amber Ward,Dale Knight,OYVS59562613587408,6,0.557842823,0,2019-04-15T00:00:00,10,73970,51800,AprovadoAnalista,De 31 a 50 % - Médio,0.547169811,0.452830189,0,51800,,2017-01-01T02:00:00,0,0,0,0,0,0,0,5201591,0,12,0,2017,De 0 a 5 anos,100000,FALSE,TRUE,1,0,2020-02-20T20:33:01
545,Jacob Davies,Jeffrey Knight,DDKM09644704282712,0,0.425190035,0,2019-01-29T00:00:00,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0,20000,,2018-12-31T00:00:00,1883040,2417580,2616580,199000,20000,930251,486050,4959883,4034854,11,925029,2018,De 0 a 5 anos,800000,FALSE,TRUE,1,6800,2020-02-20T20:34:18
546,James Smith-Smith,Gerald Jones,XYHX65737343523082,39,0.320672729,0,2014-03-10T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.79245283,0.20754717,0,20000,,,,,,,,,,21247199,0,12,0,1981,Acima de 17 anos,350000,FALSE,FALSE,1,17800,2020-02-20T20:34:57
547,Robin Morley,Mandy Blake,PHAH89661785417349,15,0.31965244,0,2014-05-08T00:00:00,12,1428,25000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0,10000,,2018-12-31T00:00:00,70088,41968,74551,74551,11867,26295,30368,185078,41213,12,143865,2009,De 11 a 16 anos,2551000,FALSE,FALSE,1,5595680,2020-02-20T20:38:07
548,Leanne Bell,Clare Rees-Moss,HUFL97867216799324,2,0.406122422,0,2019-10-09T00:00:00,0,0,12000,AprovadoAnalista,De 31 a 50 % - Médio,0.509433962,0.490566038,0,10000,,,,,,,,,,1254526,0,12,0,2017,De 0 a 5 anos,93700,FALSE,TRUE,1,7400,2020-02-20T20:39:02
549,Mrs. Denise Peters,Ms. Joanne Cook,UJBB24141592808776,0,0.553091774,0,2017-05-30T00:00:00,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,10000,,,,,,,,,,282997,0,6,0,1995,Acima de 17 anos,5000,FALSE,TRUE,1,5400,2020-02-20T20:39:39
550,Sean Morley,Robin Thomas-Hewitt,JBWE58432974516641,19,0,,2011-05-12T15:05:43,0,0,60000,AprovadoAnalista,De 11 a 30 % - Baixo,0.886792453,0.113207547,-0.640427867,55000,,2018-12-31T02:00:00,4306396,679939,8517825,7398391,0,3912966,1690226,12525274,5022263,12,7503011,1996,Acima de 17 anos,100000,FALSE,FALSE,0,237015,2020-02-20T20:41:04
551,Derek Cooke,Vanessa Clarke-Lees,ZJNH66752013670639,155,0.519847378,0,2006-07-17T00:00:00,114,420000,60000,AprovadoAnalista,De 11 a 30 % - Baixo,0.849056604,0.150943396,-0.617811127,60000,,2019-06-30T03:00:00,46290331,38699357,54388126,12647419,187838,29485156,-263226,17010699,10290215,6,6720484,1966,Acima de 17 anos,5000000,FALSE,FALSE,0.899209987,4075566,2020-02-21T14:32:31
552,Andrew Wood,Mr. Robin Smith,RPVV45353639813861,18,0,,2016-03-08T17:10:13,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358,0.339622642,-0.866025404,40000,,,,,,,,,,7372261,0,8,0,1998,Acima de 17 anos,841150,FALSE,TRUE,0,209286,2020-02-20T20:47:54
553,Joshua Quinn,Julian Brown,DSNH35313815523425,0,0.51438699,0,2019-12-10T00:00:00,0,0,10000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,8000,,,,,,,,,,0,0,1,0,1991,Acima de 17 anos,20000,FALSE,TRUE,1,45000,2020-02-20T20:48:43
554,Abbie Thomson,Fiona Bates,XUVE79198411730891,3,0.365611888,0,2018-03-08T00:00:00,0,0,25000,AprovadoAnalista,De 31 a 50 % - Médio,0.490566038,0.509433962,0,15000,,,,,,,,,,0,0,1,0,2017,De 0 a 5 anos,152900,FALSE,TRUE,1,13500,2020-02-20T20:50:31
555,Brett Horton-Davey,Ms. Lynn Thomas,QPJX12071347335105,32,0,,2011-05-10T11:43:11,0,0,30000,AprovadoAnalista,De 51 a 80 % - Alto,0.433962264,0.566037736,-0.975501174,15000,,,,,,,,,,289845,0,12,0,2007,De 11 a 16 anos,29144456,TRUE,FALSE,0,10249024,2020-02-20T20:53:57
556,Harriet Smith,Miss Joan Wood,GMOJ17978101331693,68,0,,2019-02-22T17:11:16,0,0,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.547169811,0.452830189,0.866025404,10000,,,,,,,,,,289845,0,12,0,2000,Acima de 17 anos,211727313,TRUE,FALSE,0,3389400,2020-02-20T20:53:32
557,Victoria Morgan,Dr. Bernard Taylor,GECS58472958094606,7,0.530801624,0,2018-03-02T00:00:00,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.509433962,0.490566038,0,10000,,,,,,,,,,785886,0,12,0,2017,De 0 a 5 anos,10000,FALSE,TRUE,1,16200,2020-02-20T20:59:07
558,Dr. Jade Gardner,Mary Abbott,IBKH23620316601673,0,0.326249241,0,2018-12-13T00:00:00,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,20000,,,,,,,,,,1444282,0,12,0,2015,De 0 a 5 anos,90000,FALSE,FALSE,1,55900,2020-02-20T20:59:33
559,Rosie Fletcher,Mrs. Jean Bennett,JFGL12315383751560,20,0,,2019-03-18T17:28:08,0,0,5000,AprovadoAnalista,De 51 a 80 % - Alto,0.452830189,0.547169811,0,5000,,,,,,,,,,0,0,1,0,2008,De 11 a 16 anos,5000,FALSE,TRUE,0,11200,2020-02-20T20:54:47
560,Frank Smith-Sharp,Mrs. Joanne Ward,YLHA25438331358082,0,0,,2019-08-14T17:28:58,0,0,5000,AprovadoAnalista,De 31 a 50 % - Médio,0.603773585,0.396226415,0,5000,,,,,,,,,,0,0,1,0,2014,De 6 a 10 anos,10000,FALSE,TRUE,0,41697,2020-02-20T20:55:22
561,Marc Thomson,Mrs. Gail Lambert,MVAO69201194397561,7,0.267923406,0,2017-03-31T00:00:00,0,0,5000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,-0.866025404,5000,,,,,,,,,,0,0,1,0,2003,Acima de 17 anos,60000,FALSE,TRUE,0.804463927,28800,2020-02-20T20:58:05
562,Miss Sharon Watson,Miss Diane Read,QEYH37895214064068,3,0.59605678,0,2017-01-09T00:00:00,0,0,15000,AprovadoAnalista,De 11 a 30 % - Baixo,0.849056604,0.150943396,0,15000,,,,,,,,,,4041581,1669844,5,2371737,1974,Acima de 17 anos,743600,FALSE,FALSE,1,359886,2020-02-21T14:32:53
563,Paula Harrison-Winter,Nicola Evans,SJDF27114952055313,7,0.435377688,0,2013-09-05T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,40000,,,,,,,,,,2928238,0,12,0,2009,De 11 a 16 anos,200000,FALSE,TRUE,1,33000,2020-02-21T14:34:08
564,Charlene Khan,Dr. Mohamed Phillips,QMBA55941613517601,0,0.515016615,0,2019-02-06T00:00:00,20,5040,60000,AprovadoAnalista,De 31 a 50 % - Médio,0.603773585,0.396226415,0,30000,,2019-12-31T03:00:00,955332,122626,1451165,1328538,0,93030,955332,1377924,413476,12,964448,2016,De 0 a 5 anos,30000,FALSE,TRUE,1,11000,2020-02-21T14:35:01
565,Callum Mills,Shane Sullivan,QPLB70971338296040,3,0.633300429,0,2018-01-31T00:00:00,52,90645.4,120000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.905660377,0.094339623,0,120000,,2019-12-31T03:00:00,38094551,18297104,43882647,22008453,3959000,16793011,18266529,101251021,53329209,12,47921812,1995,Acima de 17 anos,500000,FALSE,FALSE,1,142400,2020-02-21T14:31:53
566,Marilyn Johnson,Marie Barrett,XQSY14069987781202,17,0.565184525,0,2020-02-14T00:00:00,4,2380.39,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.773584906,0.226415094,0,10000,,,,,,,,,,408910,0,12,0,2012,De 6 a 10 anos,10000,FALSE,FALSE,1,2560,2020-02-21T14:51:03
567,Gail Wells,Marilyn Holden,YFOX89081083275452,10,0.444543829,0,2015-12-07T00:00:00,64,427368.68,850000,AprovadoAnalista,De 11 a 30 % - Baixo,0.773584906,0.226415094,3.28E-14,850000,,2019-08-31T03:00:00,44865689,6768995,46851314,18303591,2059190,50956637,31945278,4248956,0,1,0,2014,De 6 a 10 anos,1000000,FALSE,TRUE,0.998127419,4702467,2020-02-21T14:51:48
568,Ms. Barbara Green,Timothy Barker,ICAB15046571690597,16,0,,2015-04-13T15:01:24,0,0,10000,AprovadoAnalista,De 51 a 80 % - Alto,0.41509434,0.58490566,0.866025404,10000,,,,,,,,,,431236,0,12,0,1999,Acima de 17 anos,60000,FALSE,TRUE,0,1800,2020-02-21T14:52:18
569,Mr. Barry Wells,Danielle Hudson,CLDB61185288622179,3,0.383919192,0,2018-10-25T00:00:00,4,2933.38,250000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
570,Lynne Johnson,Julian Charlton,BVLY21867315350082,0,0.331283756,0,2016-10-14T00:00:00,0,0,10000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,-1.00E-16,10000,,,,,,,,,,652844,0,12,0,1990,Acima de 17 anos,1000,FALSE,TRUE,1,5120,2020-02-21T15:14:44
571,Philip Adams,Mrs. Mary Begum,YWQG81011103211076,3,0,,2015-01-22T17:17:50,0,0,110000,AprovadoAnalista,De 11 a 30 % - Baixo,0.886792453,0.113207547,0,110000,,2019-12-31T03:00:00,1873096,560557,6970026,6170773,238695,544180,532287,4757529,1026916,12,3730613,2006,De 11 a 16 anos,200000,FALSE,FALSE,0,125000,2020-02-21T15:20:45
572,Jacqueline Griffin,Sandra Jones,AXRF36119034710649,5,0,,2019-06-17T17:28:38,0,0,30000,AprovadoAnalista,De 51 a 80 % - Alto,0.471698113,0.528301887,0.866025404,10000,,,,,,,,,,657086,0,12,0,2016,De 0 a 5 anos,20000,FALSE,TRUE,0,21120,2020-02-21T15:23:33
573,Robin Morley,Mandy Blake,PHAH89661785417349,15,0.31965244,0,2014-05-08T00:00:00,12,1428,16000,ReprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,,,2018-12-31T00:00:00,70088,41968,74551,74551,11867,26295,30368,185078,41213,12,143865,2009,De 11 a 16 anos,2551000,FALSE,FALSE,1,5595680,
574,Amelia Booth,Gemma Robinson,GTRW90142000067749,5,0.424266762,0,2010-08-30T00:00:00,34,182860,100000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.905660377,0.094339623,0,100000,,2018-12-31T02:00:00,4535695,841061,4890178,3801476,28557,995769,674906,10579710,3227502,12,7352208,2008,De 11 a 16 anos,60000,FALSE,FALSE,1,60800,2020-02-21T15:36:23
575,Clare Randall,Nicholas Davies,GAWV71560677199029,5,0.447296065,0,2017-09-11T00:00:00,0,0,50000,ReprovadoAnalista,De 31 a 50 % - Médio,0.603773585,0.396226415,0.985792172,,,,,,,,,,,8479964,0,6,0,2013,De 6 a 10 anos,15000,TRUE,TRUE,0.970624274,84000,
576,Dr. Gail Ryan,Amber Smith,XBPL14769028509762,0,0.204473199,0,2019-12-27T00:00:00,69,4582.85,8000,AprovadoAnalista,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,5000,,,,,,,,,,102226,0,8,0,2000,Acima de 17 anos,5000,FALSE,FALSE,1,1000,2020-02-21T15:47:12
577,Joel Taylor,Ronald Payne,BWPF03905959995553,0,0,,2015-12-15T10:14:25,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.849056604,0.150943396,0,20000,,,,,,,,,,38784819,0,12,0,1965,Acima de 17 anos,88000,FALSE,FALSE,0,2736448,2020-02-21T17:28:30
578,Victoria Morgan,Dr. Bernard Taylor,GECS58472958094606,7,0.530801624,0,2018-03-02T00:00:00,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.509433962,0.490566038,0,15000,,,,,,,,,,785886,0,12,0,2017,De 0 a 5 anos,10000,FALSE,TRUE,1,16200,2020-02-21T17:29:06
579,Dr. Robin Nelson,Colin Dawson,UZXT70566668633195,8,0.562086262,0,2016-01-26T00:00:00,0,0,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0,30000,,2018-12-31T00:00:00,128912,157658,580310,343248,137622,140125,252222,1411468,1029131,12,382337,1999,Acima de 17 anos,100000,FALSE,TRUE,1,11000,2020-02-21T17:29:47
580,Dr. Dennis Patel,Jacqueline Morley,VXXJ91966047186783,7,0.500953551,0,2018-07-17T00:00:00,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358,0.339622642,0,20000,,,,,,,,,,1253957,0,12,0,2018,De 0 a 5 anos,20000,FALSE,FALSE,1,28800,2020-02-21T17:31:41
581,Gemma Charlton,Lydia Morrison,VSWM57040130755217,21,0.294314127,15.29810955,2019-08-09T00:00:00,107,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358,0.339622642,0.866025404,20000,,,,,,,,,,229996561,0,5,0,1998,Acima de 17 anos,100000,TRUE,FALSE,1,136500,2020-02-21T17:53:15
582,Miss Nicole Reynolds,Dr. Steven Dobson,SQXN33822273652292,0,0.574557561,0,2017-11-24T00:00:00,0,0,44500,AprovadoAnalista,De 31 a 50 % - Médio,0.509433962,0.490566038,0,10000,,,,,,,,,,182432,0,12,0,2017,De 0 a 5 anos,30000,FALSE,TRUE,1,8000,2020-02-21T18:00:13
583,Miss Irene Brown,Mr. Trevor Parker,TCIW11600800225263,33,0.389587667,0,2015-08-31T00:00:00,27,35404.95,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0.866025404,40000,,,,,,,,,,4938926,0,12,0,2012,De 6 a 10 anos,100000,FALSE,TRUE,1,19000,2020-02-21T18:50:08
584,Patrick Jarvis-Green,Frank Howard,WDYJ85179429945452,53,0.524247305,0,2015-05-25T00:00:00,0,54675,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,-0.821846953,30000,,2019-12-31T00:00:00,12857627,6211636,12881733,5362047,0,4493792,4265801,19007314,7001632,12,12005682,2013,De 6 a 10 anos,500000,FALSE,TRUE,0.840221621,784450,2020-02-21T18:47:50
585,Mrs. Christine Scott,Hollie Gray-Smith,FSSZ60447765314983,6,0,,2014-09-05T17:17:28,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,50000,,,,,,,,,,42821685,0,12,0,2014,De 6 a 10 anos,99800,FALSE,TRUE,0,443848,2020-02-21T18:48:35
586,Naomi Clarke-Taylor,Gemma Rhodes-Whittaker,QPPC70808289986657,8,0,,2010-05-19T17:12:16,0,0,15000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,15000,,,,,,,,,,3317773,0,12,0,1995,Acima de 17 anos,67800,FALSE,TRUE,0,13500,2020-02-21T18:50:49
587,Amber Hopkins-Carr,Dr. Frederick Wright,UVJA03993311901207,76,0.614271319,0,2016-11-23T00:00:00,0,0,40000,AprovadoAnalista,De 51 a 80 % - Alto,0.396226415,0.603773585,0.912541576,10000,,,,,,,,,,1272458,0,12,0,2016,De 0 a 5 anos,20000,FALSE,TRUE,0.959677797,3520,2020-02-21T18:52:28
588,Sylvia Bryant,Abbie McLean-Fowler,DFGK41630869614960,3,0.43539221,0,2017-07-04T00:00:00,0,0,40000,AprovadoAnalista,De 51 a 80 % - Alto,0.377358491,0.622641509,0,20000,,,,,,,,,,1023022,0,12,0,2017,De 0 a 5 anos,10000,FALSE,TRUE,1,6400,2020-02-21T19:11:39
589,Miss Olivia Charlton,Martin Horton,LAOH78168410122240,10,0.390872154,0,2014-11-06T00:00:00,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.566037736,0.433962264,0.802648387,20000,,,,,,,,,,1326723,0,12,0,2000,Acima de 17 anos,10000,FALSE,TRUE,1,5920,2020-02-21T19:17:28
590,Mr. Peter Day,Patricia Parker,ASUH30272504738688,0,0.47884085,0,2017-10-20T00:00:00,35,1826.66,10000,AprovadoAnalista,De 11 a 30 % - Baixo,0.849056604,0.150943396,0,10000,,,,,,,,,,74659023,0,7,0,2004,De 11 a 16 anos,26434925,FALSE,FALSE,1,6796773,2020-02-21T19:17:53
591,Christian Hooper,Francesca Coles,PYFI17561574373554,24,0,,2018-07-31T17:26:41,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.566037736,0.433962264,0,15000,,,,,,,,,,6417739,0,12,0,2016,De 0 a 5 anos,10000,FALSE,TRUE,0,5720,2020-02-21T19:18:22
592,Mr. Damian Wright,Dr. Jessica George,MHDG74672687862264,21,0.580039127,0,2013-03-18T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.79245283,0.20754717,-0.911223539,50000,,,,,,,,,,15753410,0,12,0,1998,Acima de 17 anos,15000,FALSE,FALSE,0.762697433,95000,2020-02-21T19:26:36
593,Dr. Carl Johnson,Mrs. Kate Rogers,DSUI39714035682845,3,0,,2018-07-10T17:26:23,0,0,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,30000,,,,,,,,,,41654448,0,6,0,2017,De 0 a 5 anos,3000000,FALSE,TRUE,0,720,2020-02-21T19:28:19
594,Ashley Williams,Trevor Harrison,GQVC42815559131948,43,0.49380832,0,2016-04-08T00:00:00,0,0,100000,AprovadoComite,De 11 a 30 % - Baixo,0.754716981,0.245283019,-0.850199197,50000,2020-02-21T19:20:43,2018-12-31T02:00:00,1739880,20884,2440046,2080206,338955,0,277216,2292463,0,12,0,2009,De 11 a 16 anos,100000,FALSE,TRUE,1,30400,
595,Mr. Jamie Chamberlain,Mr. Douglas Smith,SBKQ48089452663369,0,0.488599734,0,2016-08-03T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,20000,,,,,,,,,,3298694,0,12,0,2002,Acima de 17 anos,80000,FALSE,TRUE,1,18900,2020-02-21T19:20:11
596,Roger Power,Danny Bell,SDAC44325134254964,15,0.325834796,0,2008-12-09T00:00:00,61,87987.8,140000,AprovadoAnalista,De 11 a 30 % - Baixo,0.773584906,0.226415094,0,140000,,2019-03-31T03:00:00,1731463,503166,1831204,1328037,0,649594,382485,1276949,383707,3,893242,2007,De 11 a 16 anos,900000,FALSE,TRUE,1,133000,2020-02-21T19:44:26
597,Marion Thomas,Mr. Elliot Kelly,NKQJ00763071742450,4,0.389645799,0,2016-06-28T00:00:00,0,0,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,30000,,,,,,,,,,1522004,0,12,0,2003,Acima de 17 anos,50000,FALSE,TRUE,1,43000,2020-02-21T19:45:03
598,Dr. Douglas Vaughan,Mr. Jason Harding,ACIN83899744948830,2,0.546338481,0,2018-02-16T00:00:00,121,4940.62,49999,AprovadoAnalista,De 31 a 50 % - Médio,0.509433962,0.490566038,0,10000,,,,,,,,,,1409550,0,12,0,2017,De 0 a 5 anos,93700,FALSE,TRUE,1,4810,2020-02-21T19:48:58
599,Dr. Terence Hale,Kim Robinson,GHYY18430999558115,3,0.317833804,0,2014-01-15T00:00:00,81,31150.67,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679,0.169811321,0,50000,,2019-12-31T00:00:00,3557896,1436123,3778276,2342153,0,1145028,1966074,12992593,3065863,12,7128621,2005,De 11 a 16 anos,5000,FALSE,TRUE,1,7400,2020-02-21T19:53:38
600,Mr. Tom Lord,Dr. Joe Osborne,SAOX88582913634519,4,0.47164671,0,2017-05-30T00:00:00,52,102096.22,85000,AprovadoAnalista,De 11 a 30 % - Baixo,0.754716981,0.245283019,0.742917317,80000,,2019-11-30T03:00:00,90306000,93141000,312474000,84556000,17776000,28661000,56007000,414397000,123202000,11,291195000,1988,Acima de 17 anos,2737109,TRUE,FALSE,0.994706478,0,2020-02-26T14:23:44
601,Duncan Herbert,Shane Mann,CQVP16518428558221,96,0.485296817,0,2006-06-27T00:00:00,58,1913477.53,1000000,AprovadoComite,De 11 a 30 % - Baixo,0.886792453,0.113207547,0,900000,2020-02-26T18:33:45,2019-08-30T03:00:00,22245329,17029795,25003020,3640239,0,9644631,9972708,63172253,24576811,8,38595442,1972,Acima de 17 anos,3000000,FALSE,FALSE,1,0,
602,Lucy Brown-Wood,Dr. Kieran Chadwick,SRUQ58131035137612,0,0,,2018-05-10T11:07:16,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,50000,,,,,,,,,,4830179,0,12,0,2012,De 6 a 10 anos,500000,FALSE,TRUE,0,8640,2020-02-26T14:24:18
603,Ms. Nicola Green,Marion Walsh,AFAN21247883725272,8,0.414765337,0,2012-06-27T00:00:00,53,8760.29,70000,AprovadoComite,De 11 a 30 % - Baixo,0.735849057,0.264150943,-0.488319391,60000,2020-02-26T19:19:08,2019-12-31T03:00:00,3043363,320793,3046254,2725460,0,301021,1452665,1483817,645509,12,838308,1992,Acima de 17 anos,100000,FALSE,TRUE,0.990708615,60800,
604,Dr. Damian Thompson,Leigh Stone,PRMX83688862273088,10,0.400223893,0,2013-08-06T00:00:00,12,2992.5,10000,AprovadoAnalista,De 31 a 50 % - Médio,0.566037736,0.433962264,0,10000,,,,,,,,,,812209,0,12,0,2013,De 6 a 10 anos,10000,FALSE,TRUE,1,3520,2020-02-26T14:43:16
605,Damien Hart,Josh Bryan-Wilson,VIJS49154641676716,4,0,,2018-02-28T16:18:18,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.509433962,0.490566038,0,30000,,,,,,,,,,958364,0,12,0,2018,De 0 a 5 anos,50000,FALSE,TRUE,0,9600,2020-02-26T14:25:16
606,Ms. Rosie Payne,Ryan Hall,IBHO92743271074905,0,0,,2019-11-19T17:22:02,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.490566038,0.509433962,0,10000,,,,,,,,,,613472,0,12,0,2017,De 0 a 5 anos,100000,FALSE,TRUE,0,40715,2020-02-26T14:45:05
607,Dr. Ruth King,Alex May,JSTD00422995054794,3,0.54103078,0,2014-09-30T00:00:00,0,9880,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.849056604,0.150943396,0.992804618,50000,,,,,,,,,,15211220,0,12,0,1995,Acima de 17 anos,1360000,FALSE,FALSE,0.998633809,1217826,2020-02-26T14:53:59
608,Ricky Rose,Dr. Anthony Price,DFYQ41151732049496,3,0,,2016-01-29T11:24:54,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,40000,,,,,,,,,,6561954,0,12,0,2009,De 11 a 16 anos,93700,TRUE,TRUE,0,5400,2020-02-26T14:53:26
609,Joe Walters,Mr. Lawrence Williams,OXRS91694325479273,4,0.36329074,0,2018-02-15T00:00:00,74,13390.98,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.490566038,0.509433962,0,25000,,,,,,,,,,423904,0,4,0,2017,De 0 a 5 anos,40000,FALSE,TRUE,1,7040,2020-02-26T16:45:01
610,Jeremy Wright-Murphy,Lee Gill,WTAU90116885899102,19,0,,2018-10-17T17:27:18,0,0,20000,ReprovadoAnalista,De 31 a 50 % - Médio,0.547169811,0.452830189,0.866025404,,,,,,,,,,,4588462,0,12,0,2010,De 6 a 10 anos,50000,TRUE,TRUE,0,34400,
611,Damian Barber,Abbie Barnes,BFLT65713853066932,2,0,,2016-04-05T17:19:45,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.849056604,0.150943396,0,20000,,,,,,,,,,4461549,0,12,0,2003,Acima de 17 anos,5000,FALSE,FALSE,0,17600,2020-02-26T17:16:00
612,Rachel Gill,Mr. Marc Bevan,CEXS04704624432507,89,0.30548208,0,2019-08-22T00:00:00,14,1600,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.490566038,0.509433962,0,10000,,,,,,,,,,224836,0,12,0,2017,De 0 a 5 anos,100000,FALSE,TRUE,1,3200,2020-02-26T17:16:49
